episode,phase,step0_tool,reward,success,top_patterns
83,Tool Expansion,standard,1.0,1,numpy.mean:0.100|math.sqrt:0.100|math.sqrt:0.085
84,Tool Expansion,standard,-1.0,0,math.sqrt:0.083|math.sqrt:0.079|numpy.mean:0.075
85,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.084|math.sqrt:0.080
86,Tool Expansion,standard,1.0,1,math.sqrt:0.101|math.sqrt:0.100|math.sqrt:0.076
87,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.099
88,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.100
89,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.089|math.sqrt:0.089
90,Tool Expansion,standard,-1.0,0,math.sqrt:0.125|math.sqrt:0.119|math.sqrt:0.114
91,Tool Expansion,standard,1.0,1,math.sqrt:0.130|math.sqrt:0.124|math.sqrt:0.118
92,Tool Expansion,standard,-1.0,0,math.sqrt:0.135|math.sqrt:0.130|math.sqrt:0.128
93,Tool Expansion,standard,-1.0,0,math.sqrt:0.148|math.sqrt:0.144|math.sqrt:0.128
94,Tool Expansion,standard,1.0,1,math.sqrt:0.150|math.sqrt:0.144|math.sqrt:0.128
95,Tool Expansion,standard,-1.0,0,math.sqrt:0.160|math.sqrt:0.117|math.sqrt:0.117
96,Tool Expansion,standard,1.0,1,math.sqrt:0.161|math.sqrt:0.117|math.sqrt:0.115
97,Tool Expansion,standard,-1.0,0,math.sqrt:0.164|math.sqrt:0.107|math.sqrt:0.083
98,Tool Expansion,standard,1.0,1,math.sqrt:0.164|math.sqrt:0.107|numpy.mean:0.100
99,Tool Expansion,standard,1.0,1,math.sqrt:0.164|math.sqrt:0.107|numpy.mean:0.100
100,Tool Expansion,standard,1.0,1,math.sqrt:0.164|math.sqrt:0.107|numpy.mean:0.100
101,Tool Expansion,standard,1.0,1,math.sqrt:0.164|math.sqrt:0.107|numpy.mean:0.100
102,Tool Expansion,standard,-1.0,0,math.sqrt:0.122|math.sqrt:0.078|math.sqrt:0.072
103,Tool Expansion,standard,1.0,1,math.sqrt:0.121|math.sqrt:0.100|math.sqrt:0.078
104,Tool Expansion,standard,-1.0,0,math.sqrt:0.101|math.sqrt:0.083|math.sqrt:0.076
105,Tool Expansion,standard,1.0,1,math.sqrt:0.101|math.sqrt:0.100|math.sqrt:0.084
106,Tool Expansion,standard,1.0,1,math.sqrt:0.101|math.sqrt:0.100|math.sqrt:0.100
107,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.091|math.sqrt:0.091
108,Tool Expansion,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.098|math.sqrt:0.089
109,Tool Expansion,standard,1.0,1,math.sqrt:0.100|numpy.mean:0.100|math.sqrt:0.098
110,Tool Expansion,standard,1.0,1,math.sqrt:0.100|numpy.mean:0.100|numpy.mean:0.100
111,Tool Expansion,standard,-1.0,0,math.sqrt:0.134|math.sqrt:0.122|math.sqrt:0.101
112,Tool Expansion,standard,-1.0,0,math.sqrt:0.171|math.sqrt:0.146|math.sqrt:0.114
113,Tool Expansion,standard,1.0,1,math.sqrt:0.171|math.sqrt:0.146|math.sqrt:0.114
114,Tool Expansion,standard,1.0,1,math.sqrt:0.157|math.sqrt:0.132|math.sqrt:0.104
115,Tool Expansion,standard,1.0,1,math.sqrt:0.142|math.sqrt:0.119|math.sqrt:0.100
116,Tool Expansion,standard,1.0,1,math.sqrt:0.142|math.sqrt:0.119|math.sqrt:0.100
117,Tool Expansion,standard,1.0,1,math.sqrt:0.116|math.sqrt:0.100|math.sqrt:0.098
118,Tool Expansion,standard,-1.0,0,math.sqrt:0.124|math.sqrt:0.123|math.sqrt:0.114
119,Tool Expansion,standard,1.0,1,math.sqrt:0.124|math.sqrt:0.123|math.sqrt:0.114
120,Tool Expansion,standard,-1.0,0,math.sqrt:0.140|math.sqrt:0.140|math.sqrt:0.123
121,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
122,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
123,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
124,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
125,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
126,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
127,Tool Expansion,standard,1.0,1,math.sqrt:0.144|math.sqrt:0.142|math.sqrt:0.123
128,Tool Expansion,standard,1.0,1,operator.gt:0.100|math.sqrt:0.093|math.sqrt:0.089
129,NLP Tool Mastery,standard,1.0,1,operator.gt:0.100|operator.gt:0.098|math.sqrt:0.087
130,NLP Tool Mastery,standard,1.0,1,operator.gt:0.148|operator.gt:0.100|math.sqrt:0.092
131,NLP Tool Mastery,standard,1.0,1,operator.gt:0.139|operator.gt:0.100|operator.gt:0.098
132,NLP Tool Mastery,standard,1.0,1,operator.gt:0.130|operator.gt:0.100|operator.gt:0.096
133,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.149|operator.gt:0.134|operator.gt:0.110
134,NLP Tool Mastery,standard,1.0,1,operator.gt:0.152|operator.gt:0.136|operator.gt:0.111
135,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.168|operator.gt:0.148|operator.gt:0.095
136,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.189|operator.gt:0.159|operator.gt:0.083
137,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.196|operator.gt:0.172|operator.gt:0.067
138,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.192|operator.gt:0.184|operator.gt:0.072
139,NLP Tool Mastery,standard,1.0,1,operator.gt:0.189|operator.gt:0.187|operator.gt:0.100
140,NLP Tool Mastery,standard,1.0,1,operator.gt:0.176|operator.gt:0.170|operator.gt:0.100
141,NLP Tool Mastery,standard,1.0,1,operator.gt:0.162|operator.gt:0.152|operator.gt:0.100
142,NLP Tool Mastery,standard,1.0,1,operator.gt:0.147|operator.gt:0.135|operator.gt:0.100
143,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.154|operator.gt:0.142|operator.gt:0.137
144,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.181|operator.gt:0.173|operator.gt:0.135
145,NLP Tool Mastery,standard,1.0,1,operator.gt:0.183|operator.gt:0.175|operator.gt:0.137
146,NLP Tool Mastery,standard,1.0,1,operator.gt:0.168|operator.gt:0.159|operator.gt:0.124
147,NLP Tool Mastery,standard,1.0,1,operator.gt:0.156|operator.gt:0.148|operator.gt:0.113
148,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.159|operator.gt:0.152|operator.gt:0.141
149,NLP Tool Mastery,standard,1.0,1,operator.gt:0.164|operator.gt:0.152|operator.gt:0.143
150,NLP Tool Mastery,standard,1.0,1,operator.gt:0.151|operator.gt:0.136|operator.gt:0.130
151,NLP Tool Mastery,standard,1.0,1,operator.gt:0.138|operator.gt:0.121|operator.gt:0.118
152,NLP Tool Mastery,standard,1.0,1,operator.gt:0.125|operator.gt:0.108|operator.gt:0.106
153,NLP Tool Mastery,standard,-1.0,0,operator.gt:0.134|operator.gt:0.128|operator.gt:0.111
154,NLP Tool Mastery,standard,1.0,1,operator.gt:0.138|operator.gt:0.130|operator.gt:0.111
155,NLP Tool Mastery,standard,1.0,1,operator.gt:0.128|operator.gt:0.119|operator.gt:0.100
156,NLP Tool Mastery,standard,1.0,1,operator.gt:0.118|operator.gt:0.109|operator.gt:0.100
157,NLP Tool Mastery,standard,1.0,1,operator.gt:0.108|operator.gt:0.100|operator.gt:0.098
158,NLP Tool Mastery,standard,1.0,1,operator.gt:0.100|operator.gt:0.098|operator.gt:0.094
159,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.116|operator.gt:0.111|operator.gt:0.100
160,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.111|operator.gt:0.100
161,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.111|operator.gt:0.100
162,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.111|operator.gt:0.100
163,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.111|operator.gt:0.100
164,Sensory Conversion Mastery,standard,-1.0,0,operator.gt:0.116|operator.gt:0.100|operator.gt:0.090
165,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.100|builtins.float:0.100
166,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.100|builtins.float:0.100
167,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.100|builtins.float:0.100
168,Sensory Conversion Mastery,standard,1.0,1,operator.gt:0.116|operator.gt:0.100|builtins.float:0.100
169,Sensory Conversion Mastery,standard,1.0,1,sympy.sympify:0.100|operator.gt:0.082|builtins.float:0.077
170,Container Mastery,standard,-1.0,0,builtins.float:0.109|builtins.float:0.109|builtins.float:0.105
171,Container Mastery,standard,1.0,1,builtins.float:0.109|builtins.float:0.109|builtins.float:0.105
172,Container Mastery,standard,1.0,1,builtins.float:0.109|builtins.float:0.109|builtins.float:0.105
173,Container Mastery,standard,1.0,1,builtins.float:0.109|builtins.float:0.109|builtins.float:0.105
174,Container Mastery,standard,-1.0,0,builtins.float:0.108|builtins.float:0.099|builtins.float:0.093
175,Container Mastery,standard,1.0,1,builtins.float:0.108|operator.getitem:0.100|builtins.float:0.099
176,Container Mastery,standard,1.0,1,builtins.float:0.108|operator.getitem:0.100|operator.getitem:0.100
177,Container Mastery,standard,1.0,1,builtins.float:0.108|operator.getitem:0.100|operator.getitem:0.100
178,Container Mastery,standard,-1.0,0,builtins.float:0.091|builtins.float:0.076|builtins.float:0.074
179,Container Mastery,standard,1.0,1,operator.getitem:0.100|builtins.float:0.091|builtins.float:0.076
180,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|builtins.float:0.091
181,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
182,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
183,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
184,Container Mastery,standard,1.0,1,operator.getitem:0.100|operator.getitem:0.100|operator.getitem:0.100
185,Sensory Priming,standard,-1.0,0,operator.getitem:0.063|operator.getitem:0.063|operator.getitem:0.063
186,Sensory Priming,standard,-1.0,0,operator.getitem:0.070|operator.getitem:0.070|operator.getitem:0.066
187,Sensory Priming,standard,1.0,1,re.findall:0.100|operator.getitem:0.070|operator.getitem:0.070
188,Sensory Priming,standard,-1.0,0,re.findall:0.078|operator.getitem:0.074|operator.getitem:0.072
189,Sensory Priming,standard,-1.0,0,operator.getitem:0.087|operator.getitem:0.080|re.findall:0.076
190,Sensory Priming,standard,1.0,1,re.findall:0.100|operator.getitem:0.087|operator.getitem:0.080
191,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|operator.getitem:0.087
192,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
193,Sensory Priming,standard,1.0,1,re.findall:0.100|operator.getitem:0.078|re.findall:0.072
194,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|operator.getitem:0.078
195,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
196,Sensory Priming,standard,-1.0,0,re.findall:0.069|re.findall:0.069|operator.getitem:0.068
197,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.069|re.findall:0.069
198,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.069
199,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
200,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
201,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
202,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
203,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
204,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
205,Arithmetic Reasoning,standard,-1.0,0,re.findall:0.055|re.findall:0.054|re.findall:0.054
206,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|re.findall:0.055|re.findall:0.055
207,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.075|re.findall:0.053|re.findall:0.052
208,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|builtins.float:0.075|re.findall:0.053
209,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|builtins.float:0.075
210,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.092|sympy.sympify:0.092
211,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.107|sympy.sympify:0.107|sympy.sympify:0.100
212,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.113|sympy.sympify:0.112|sympy.sympify:0.100
213,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.108|sympy.sympify:0.108|builtins.float:0.100
214,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.103|sympy.sympify:0.102|sympy.sympify:0.100
215,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.136|builtins.float:0.125|sympy.sympify:0.122
216,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.136|builtins.float:0.125|sympy.sympify:0.122
217,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.157|builtins.float:0.136|sympy.sympify:0.123
218,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.165|builtins.float:0.140|sympy.sympify:0.125
219,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.165|builtins.float:0.140|sympy.sympify:0.125
220,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.165|builtins.float:0.140|sympy.sympify:0.125
221,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.165|builtins.float:0.140|sympy.sympify:0.125
222,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.156|builtins.float:0.114|sympy.sympify:0.097
223,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.158|builtins.float:0.114|builtins.float:0.100
224,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.158|builtins.float:0.114|builtins.float:0.100
225,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.143|builtins.float:0.103|sympy.sympify:0.088
226,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.138|builtins.float:0.108|sympy.sympify:0.088
227,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.138|builtins.float:0.108|sympy.sympify:0.100
228,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.138|builtins.float:0.108|sympy.sympify:0.100
229,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.101|builtins.float:0.090|sympy.sympify:0.085
230,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|builtins.float:0.089
231,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|sympy.sympify:0.100
232,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|sympy.sympify:0.100
233,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.084|sympy.sympify:0.084
234,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.098|sympy.sympify:0.082
235,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|math.sqrt:0.100|sympy.sympify:0.098
236,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.138|sympy.sympify:0.118|sympy.sympify:0.106
237,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.138|sympy.sympify:0.118|sympy.sympify:0.106
238,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.138|sympy.sympify:0.118|sympy.sympify:0.106
239,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.138|sympy.sympify:0.118|sympy.sympify:0.106
240,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.149|sympy.sympify:0.121|sympy.sympify:0.100
241,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.187|sympy.sympify:0.138|sympy.sympify:0.112
242,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.200|sympy.sympify:0.155|sympy.sympify:0.121
243,Pattern Extraction,standard,1.0,1,sympy.sympify:0.200|sympy.sympify:0.155|sympy.sympify:0.121
244,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.185|sympy.sympify:0.160|sympy.sympify:0.113
245,Pattern Extraction,standard,1.0,1,sympy.sympify:0.185|sympy.sympify:0.160|sympy.sympify:0.113
246,Pattern Extraction,standard,1.0,1,sympy.sympify:0.185|sympy.sympify:0.160|sympy.sympify:0.113
247,Pattern Extraction,standard,1.0,1,sympy.sympify:0.185|sympy.sympify:0.160|sympy.sympify:0.113
248,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.148|sympy.sympify:0.129|sympy.sympify:0.088
249,Pattern Extraction,standard,1.0,1,sympy.sympify:0.148|sympy.sympify:0.129|re.findall:0.100
250,Pattern Extraction,standard,1.0,1,sympy.sympify:0.148|sympy.sympify:0.129|re.findall:0.100
251,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.124|sympy.sympify:0.102|re.findall:0.081
252,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.120|sympy.sympify:0.092|re.findall:0.090
253,Pattern Extraction,standard,1.0,1,sympy.sympify:0.120|re.findall:0.100|sympy.sympify:0.092
254,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.105|re.findall:0.094|re.findall:0.087
255,Pattern Extraction,standard,1.0,1,sympy.sympify:0.105|re.findall:0.100|re.findall:0.094
256,Pattern Extraction,standard,1.0,1,sympy.sympify:0.105|re.findall:0.100|re.findall:0.100
257,Pattern Extraction,standard,1.0,1,sympy.sympify:0.105|re.findall:0.100|re.findall:0.100
258,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.080|re.findall:0.080
259,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.092|re.findall:0.087
260,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.101|re.findall:0.095
261,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.101|re.findall:0.100
262,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.101|re.findall:0.099
263,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.101|re.findall:0.100
264,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.101|re.findall:0.100
265,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.101|re.findall:0.100
266,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.083|re.findall:0.083
267,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.089|re.findall:0.088
268,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.089
269,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
270,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
271,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
272,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
273,Pattern Extraction,standard,-1.0,0,re.findall:0.073|re.findall:0.068|re.findall:0.068
274,Pattern Extraction,standard,-1.0,0,re.findall:0.079|re.findall:0.077|re.findall:0.073
275,Pattern Extraction,standard,-1.0,0,re.findall:0.090|re.findall:0.084|re.findall:0.078
276,Pattern Extraction,standard,-1.0,0,re.findall:0.104|re.findall:0.089|re.findall:0.085
277,Pattern Extraction,standard,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.089
278,Pattern Extraction,standard,-1.0,0,re.findall:0.104|re.findall:0.094|re.findall:0.092
279,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.110|re.findall:0.107
280,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.110|re.findall:0.107
281,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.110|re.findall:0.107
282,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.110|re.findall:0.107
283,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.110|re.findall:0.107
284,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.091|re.findall:0.080
285,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.091
286,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
287,Pattern Extraction,standard,-1.0,0,re.findall:0.090|re.findall:0.084|re.findall:0.079
288,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.092|re.findall:0.082
289,Pattern Extraction,standard,-1.0,0,re.findall:0.105|re.findall:0.100|re.findall:0.091
290,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.107|re.findall:0.106
291,Pattern Extraction,standard,-1.0,0,re.findall:0.123|re.findall:0.114|re.findall:0.113
292,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.114|re.findall:0.113
293,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.114|re.findall:0.113
294,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.114|re.findall:0.113
295,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.114|re.findall:0.113
296,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.114|re.findall:0.113
297,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.081|re.findall:0.077
298,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.081
299,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.088|re.findall:0.077
300,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.088
